FUND TYPE	FUND CODE	DEPARTMENT CODE	ORGANIZATION CODE	DIVISION CODE	SECTION CODE	SUBSECTION CODE	SCHEDULE	TITLE CODE	TITLE DESCRIPTION	FUND NAME	DEPARTMENT	DEPARTMENT NAME	DIVISION NAME	SECTION NAME	SUBSECTION NAME	BUDGETED UNIT	TOTAL BUDGETED UNITS	POSITION CONTROL	BUDGETED PAY RATE	TOTAL BUDGETED AMOUNT
Local	740	85	1005	2015	3015	"4,707"	2	7775	Stationary Fireman	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	HVAC Plant	Hourly	5	1	30	308048
Local	740	85	1005	2015	3015	"4,717"	2	4301	Carpenter	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	18	1	41	1526429
Local	740	85	1005	2015	3015	"4,717"	2	4303	Foreman of Carpenters	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	43	90002
Local	740	85	1005	2015	3015	"4,717"	2	4566	General Foreman of Construction Laborers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	40	82347
Local	740	85	1005	2015	3015	"4,717"	2	4630	General Foreman of Painters	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Monthly	1	1	8233	98800
Local	740	85	1005	2015	3015	"4,717"	2	4634	Painter	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	30	1	38	2371200
Local	740	85	1005	2015	3015	"4,717"	2	4634	Painter	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	3	1	40	251971
Local	740	85	1005	2015	3015	"4,717"	2	4636	Foreman of Painters	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	43	88920
Local	740	85	1005	2015	3015	"4,717"	3	4656	Sign Painter	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	3	1	33	204485
Local	740	85	1005	2015	3015	"4,717"	2	4774	Steamfitter	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	9	1	43	807768
Local	740	85	1005	2015	3015	"4,717"	2	4776	Foreman of Steamfitters	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	2	1	46	191984
Local	740	85	1005	2015	3015	"4,717"	2	4855	Sheet Metal Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	6	1	41	506189
Local	740	85	1005	2015	3015	"4,717"	2	4857	General Foreman of Sheet Metal Workers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Monthly	1	1	7663	91957
Local	740	85	1005	2015	3015	"4,717"	2	5035	Electrical Mechanic	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	58	1	40	4873856
Local	740	85	1005	2015	3015	"4,717"	2	5040	Foreman of Electrical Mechanics	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	7	1	43	626080
Local	740	85	1005	2015	3015	"4,717"	2	5042	General Foreman of Electrical Mechanics	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Monthly	1	1	7904	94848
Local	740	85	1005	2015	3015	"4,717"	2	6674	Machinist	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	9	1	43	807955
Local	740	85	1005	2015	3015	"4,717"	2	6676	Foreman of Machinists	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	45	93933
Local	740	85	1005	2015	3015	"4,717"	2	8246	Foreman of Construction Laborers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	36	75504
Local	740	85	1005	2015	3015	"4,717"	2	9411	Construction Laborer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	11	1	35	805376
Local	740	85	1005	2015	3015	"4,717"	2	9528	Laborer - BOE	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Skilled Trades	Hourly	1	1	35	73216
Local	740	85	1005	2015	3015	"4,727"	3	4223	Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	42	1	12	1017744
Local	740	85	1005	2015	3015	"4,727"	3	4223	Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	0	0	18	0
Local	740	85	1005	2015	3015	"4,727"	3	4223	Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	2	1	18	76253
Local	740	85	1005	2015	3015	"4,727"	3	4223	Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	62	1	19	2392208
Local	740	85	1005	2015	3015	"4,727"	3	4225	Foreman of Custodial Workers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	0	0	22	0
Local	740	85	1005	2015	3015	"4,727"	3	4225	Foreman of Custodial Workers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	5	1	23	237224
Local	740	85	1005	2015	3015	"4,727"	3	4234	Superintendent of Custodial Workers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	1	1	28	57845
Local	740	85	1005	2015	3015	"4,727"	2	4282	Lead Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	0	0	21	0
Local	740	85	1005	2015	3015	"4,727"	3	4282	Lead Custodial Worker	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	4	1	21	176467
Local	740	85	1005	2015	3015	"4,727"	2	4285	Window Washer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Monthly	15	1	3589	646020
Local	740	85	1005	2015	3015	"4,727"	2	4285	Window Washer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Monthly	1	1	3651	43812
Local	740	85	1005	2015	3015	"4,727"	2	4286	Foreman of Window Washers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Monthly	2	1	3715	89160
Local	740	85	1005	2015	3015	"4,727"	2	7005	Airport Maintenance Foreman	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	7	1	31	445099
Local	740	85	1005	2015	3015	"4,727"	2	8243	General Foreman of Laborers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	1	1	40	82347
Local	740	85	1005	2015	3015	"4,727"	2	8244	Foreman of Laborers	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	1	1	36	75088
Local	740	85	1005	2015	3015	"4,727"	2	9533	Laborer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	"57,600"	0	30	1703232
Local	740	85	1005	2015	3015	"4,727"	2	9533	Laborer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Custodial/Labor Services	Hourly	60	1	30	3690336
Local	740	85	1005	2015	3015	"4,800"	1	15	Schedule Salary Adjustments	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	0	0	190202	190202
Local	740	85	1005	2015	3015	"4,800"	B	302	Administrative Assistant II	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	39960	39960
Local	740	85	1005	2015	3015	"4,800"	BX	309	Coordinator of Special Projects	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	59796	59796
Local	740	85	1005	2015	3015	"4,800"	BX	309	Coordinator of Special Projects	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	77280	77280
Local	740	85	1005	2015	3015	"4,800"	3	311	Projects Administrator	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	77772	77772
Local	740	85	1005	2015	3015	"4,800"	3	311	Projects Administrator	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	101004	101004
Local	740	85	1005	2015	3015	"4,800"	3	313	Assistant Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	93912	93912
Local	740	85	1005	2015	3015	"4,800"	3	313	Assistant Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	96768	96768
Local	740	85	1005	2015	3015	"4,800"	BX	318	Assistant to the Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	57084	57084
Local	740	85	1005	2015	3015	"4,800"	BX	318	Assistant to the Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	67224	67224
Local	740	85	1005	2015	3015	"4,800"	B	431	Clerk IV	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	55872	55872
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	59796	59796
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	69684	69684
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	77280	77280
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	3	1	84780	254340
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	88812	88812
Local	740	85	1005	2015	3015	"4,800"	BX	4208	Shift Supervisor of Aviation Security	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	93024	93024
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	3	1	49668	149004
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	52008	52008
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	3	1	57084	171252
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	59796	59796
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	63276	63276
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	64152	64152
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	3	1	70380	211140
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	3	1	73752	221256
Local	740	85	1005	2015	3015	"4,800"	BX	4209	Aviation Security Sergeant	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	77280	77280
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	28	1	46656	1306368
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	26	1	48924	1272024
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	14	1	51216	717024
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	25	1	53628	1340700
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	21	1	56208	1180368
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	24	1	58860	1412640
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	17	1	61692	1048764
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	11	1	64596	710556
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	13	1	67656	879528
Local	740	85	1005	2015	3015	"4,800"	I	4210	Aviation Security Officer	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	2	1	74208	148416
Local	740	85	1005	2015	3015	"4,800"	I	4211	Aviation Security Officer - Hourly	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Hourly	"16,500"	0	20	337260
Local	740	85	1005	2015	3015	"4,800"	1	9679	Deputy Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	111216	111216
Local	740	85	1005	2015	3015	"4,800"	1	9813	Managing Deputy Commissioner	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Security Operations	Annual	1	1	130380	130380
Local	740	85	1005	2015	3015	"4,810"	1	15	Schedule Salary Adjustments	O'HARE REVENUE FUND	DEPARTMENT OF AVIATION	DEPARTMENT OF AVIATION	Chicago-O'Hare International Airport	Chicago-O'Hare International Airport	Safety	Annual	0	0	4081	4081
